Ort;Plz;Bundesland
Linden;84032;BY
Linden;94518;BY
Linden;98646;TH
Lindenau;1945;BB
Lindenbach;56130;RP
Lindenberg;6647;ST
Lindenberg;15864;BB
Lindenberg;16321;BB
Lindenberg;16928;BB
Lindenberg;17111;MV
Lindenberg;19322;BB
Lindenberg;67473;RP
Lindenberg;88161;BY
Lindenbrück;15838;BB
Lindenfels;64678;HE
Lindenhof;19417;MV
Lindenhof;66903;RP
Lindenhof;95460;BY
Lindenkreuz;7589;TH
Lindenschied;55481;RP
Linderbach;99198;TH
Linderhof;72458;BW
Lindern;49699;NI
Lindetal;17349;MV
Lindewerra;37318;TH
Lindewitt;24969;SH
Lindhorst;31698;NI
Lindig;7768;TH
Lindigt;1665;SN
Lindlar;51789;NW
Lindow;14913;BB
Lindow;16835;BB
Lindow;23923;MV
Lindstedt;39638;ST
Lindthal;3238;BB
Lindtorf;39596;ST
Lindwedel;29690;NI
Lindwerder;6928;ST
Lingen;49808;NI
Lingen;49809;NI
Lingen;49811;NI
Lingenfeld;67360;RP
Lingerhahn;56291;RP
Linkenbach;56317;RP
Linkenheim-Hochstetten;76351;BW
Linkersbaindt;91717;BY
Linnich;52441;NW
Linow;16831;BB
Linsburg;31636;NI
Linsengericht;63589;HE
Linstow;18292;MV
Linthe;14822;BB
Lintig;27624;NI
Linum;16833;BB
Linumhorst;16766;BB
Linz;53545;RP
Lippelsdorf;98743;TH
Lippersdorf-Erdmannsdorf;7646;TH
Lippetal;59510;NW
Lipporn;56357;RP
Lipprechterode;99752;TH
Lippstadt;59555;NW
Lippstadt;59556;NW
Lippstadt;59557;NW
Lippstadt;59558;NW
Lipsa;1945;BB
Lipten;3205;BB
Lirstal;56767;RP
Lisberg;96170;BY
Lissendorf;54587;RP
List;25992;SH
Listerfehrda;6918;ST
Litzendorf;96123;BY
Löbau;2708;SN
Lobbach;74931;BW
Lobbese;14913;BB
Löbejün;6193;ST
Löben;6925;ST
Lobenstein;7356;TH
Löberitz;6780;ST
Löberschütz;7751;TH
Lobetal;16321;BB
Löbichau;4626;TH
Löbitz;6618;ST
Löbnitz;4509;SN
Löbnitz;18314;MV
Löbnitz;39443;ST
Löbnitz an der Linde;6369;ST
Lobstädt;4552;SN
Loburg;39279;ST
Loch;83364;BY
Lochau;6184;ST
Löchgau;74369;BW
Lochmühle;7616;TH
Lochmühle;55606;RP
Lochum;57629;RP
Locking;83552;BY
Löcknitz;17321;MV
Löcknitz;19372;MV
Lockstedt;25551;SH
Lockstedt;39359;ST
Locktow;14806;BB
Lockwisch;23923;MV
Lödderitz;39240;ST
Loddin;17459;MV
Loder;83739;BY
Löderburg;39446;ST
Lödla;4617;TH
Löf;56332;RP
Loffenau;76597;BW
Löffingen;79843;BW
Lögow;16845;BB
Lohbarbek;25551;SH
Lohberg;93470;BY
Lohe-Föhrden;24806;SH
Lohen;83559;BY
Lohe-Rickelshof;25746;SH
Lohfelden;34253;HE
Lohheide gemfr. Bezirk;29303;NI
Lohkirchen;84494;BY
Lohm;16845;BB
Löhma;7907;TH
Lohmar;53797;NW
Lohme;18551;MV
Löhme;16356;BB
Lohmen;1847;SN
Lohmen;18276;MV
Lohmühle;55606;RP
Löhnberg;35792;HE
Lohne;49393;NI
Löhne;32584;NW
Lohnsfeld;67727;RP
Lohnweiler;67744;RP
Lohr;97816;BY
Lohra;35102;HE
Lohrheim;65558;RP
Lohsa;2999;SN
Löhsten;4895;BB
Loibersdorf;85655;BY
Loiching;84180;BY
Loissin;17509;MV
Loit;24888;SH
Loitsche;39326;ST
Loitz;17121;MV
Loitzendorf;94359;BY
Loiz;19406;MV
Lollar;35457;HE
Löllbach;67744;RP
Lollschied;56357;RP
Lommatzsch;1623;SN
Longen;54338;RP
Longkamp;54472;RP
Longuich;54340;RP
Löningen;49624;NI
Lonnerstadt;91475;BY
Lonnig;56295;RP
Lonsee;89173;BW
Lonsheim;55237;RP
Looft;25582;SH
Looganlage;67435;RP
Loop;24644;SH
Loose;24366;SH
Loosemühle;63699;HE
Löpten;15757;BB
Löptin;24250;SH
Lorch;65391;HE
Lorch;73547;BW
Loreley;56346;RP
Lörrach;79539;BW
Lörrach;79540;BW
Lörrach;79541;BW
Lorsch;64653;HE
Lorscheid;54317;RP
Lorup;26901;NI
Lörzweiler;55296;RP
Losenrade;39615;ST
Losheim;66679;SL
Lositz-Jehmichen;7318;TH
Lösnich;54492;RP
Lossa;6647;ST
Loßburg;72290;BW
Losse;39615;ST
Lößnitz;8294;SN
Lostau;39291;ST
Losten;23996;MV
Lösten;1665;SN
Lotenberg;73107;BW
Lothra;7356;TH
Lotte;49504;NW
Lottengrün;8606;SN
Lottorf;24878;SH
Lottschesee;16348;BB
Lottstetten;79807;BW
Lötzbeuren;56843;RP
Louisenberg;24340;SH
Louisenhof;21493;SH
Löwenberg;16775;BB
Löwenbruch;14974;BB
Löwenstedt;25864;SH
Löwenstein;74245;BW
Löwitz;17398;MV
Löwitz;19217;MV
Loxstedt;27612;NI
Lübars;39291;ST
Lübbecke;32312;NW
Lübben;15907;BB
Lübbenau;3222;BB
Lübbendorf;19249;MV
Lübberstedt;27729;NI
Lübberstorf;23992;MV
Lübbow;29488;NI
Lübeck;23552;SH
Lübeck;23554;SH
Lübeck;23556;SH
Lübeck;23558;SH
Lübeck;23560;SH
Lübeck;23562;SH
Lübeck;23564;SH
Lübeck;23566;SH
Lübeck;23568;SH
Lübeck;23569;SH
Lübeck;23570;SH
Lübesse;19077;MV
Lüblow;19288;MV
Lubmin;17509;MV
Lübnitz;14806;BB
Lubochow;3103;BB
Lübow;23972;MV
Lübs;17379;MV
Lübs;39264;ST
Lübschützer Teiche;4827;SN
Lübstorf;19069;MV
Lübtheen;19249;MV
Lübz;19386;MV
Lübzin-Rosenow;18249;MV
Lübzow;19348;BB
Lübzow Ausbau;19348;BB
Lüchfeld;16845;BB
Luchle;79875;BW
Lüchow;23898;SH
Lüchow;29439;NI
Lüchtoft;24395;SH
Lucka;4613;TH
Luckau;15926;BB
Luckau;29487;NI
Luckenau;6727;ST
Luckenbach;57629;RP
Lückenburg;54424;RP
Luckenwalde;14943;BB
Luckow;17375;MV
Luckow-Petershagen;16306;BB
Lucksfleiß;14778;BB
Lückstedt;39606;ST
Luckwitz;19243;MV
Lüdelsen;38489;ST
Lüdendorf;14913;BB
Lüdenscheid;58507;NW
Lüdenscheid;58509;NW
Lüdenscheid;58511;NW
Lüdenscheid;58513;NW
Lüdenscheid;58515;NW
Lüder;29394;NI
Lüderitz;39517;ST
Lüdersburg;21379;NI
Lüdersdorf;14943;BB
Lüdersdorf;16248;BB
Lüdersdorf;23923;MV
Lüdersdorf;23992;MV
Lüdersfeld;31702;NI
Lüdershagen;18314;MV
Lüdinghausen;59348;NW
Ludorf;17207;MV
Ludwigsau;36251;HE
Ludwigsburg;17291;BB
Ludwigsburg;71634;BW
Ludwigsburg;71636;BW
Ludwigsburg;71638;BW
Ludwigsburg;71640;BW
Ludwigsburg;71642;BW
Ludwigschorgast;95364;BY
Ludwigsfelde;14974;BB
Ludwigshafen;67059;RP
Ludwigshafen;67061;RP
Ludwigshafen;67063;RP
Ludwigshafen;67065;RP
Ludwigshafen;67067;RP
Ludwigshafen;67069;RP
Ludwigshafen;67071;RP
Ludwigshöhe;55278;RP
Ludwigslust;19288;MV
Ludwigsstadt;96337;BY
Ludwigswinkel;66996;RP
Lüerdissen;37635;NI
Luftkurort Lückendorf;2797;SN
Lug;3205;BB
Lug;76848;RP
Lug;83377;BY
Lugau;3238;BB
Lugau;9385;SN
Lügde;32676;NW
Luggendorf;16928;BB
Lühburg;17179;MV
Luhden;31711;NI
Luhe-Wildenau;92706;BY
Lühmannsdorf;17495;MV
Luhme;16837;BB
Lühnsdorf;14823;BB
Luhnstedt;24816;SH
Luhnvie;24816;SH
Luhrbach;67466;RP
Lühsdorf;14943;BB
Luisenhof;99192;TH
Luisenthal;99885;TH
Luko;6869;ST
Lülsfeld;97511;BY
Lumpzig;4626;TH
Lunden;25774;SH
Lünebach;54597;RP
Lüneburg;21335;NI
Lüneburg;21337;NI
Lüneburg;21339;NI
Lüneburg;21391;NI
Lünen;44532;NW
Lünen;44534;NW
Lünen;44536;NW
Lunestedt;27616;NI
Lüningshagen;18239;MV
Lünne;48480;NI
Lunow;16248;BB
Lünow;14778;BB
Lunzenau;9328;SN
Lunzig;7980;TH
Lupburg;92331;BY
Lupendorf;17194;MV
Luppenau;6254;ST
Luppertsseifen Gem Burscheid;54649;RP
Lürschau;24850;SH
Luschendorf;23689;SH
Luschendorferhof;23689;SH
Luso;39264;ST
Lüsse;14806;BB
Lüssow;17506;MV
Lüssow;18276;MV
Lüssow;18442;MV
Lustadt;67363;RP
Lütau;21483;SH
Lütetsburg;26524;NI
Lutheran;19386;MV
Lutherstadt Eisleben;6295;ST
Lutherstadt Wittenberg;6886;ST
Lütjenburg;24321;SH
Lütjenheide;19322;BB
Lütjenholm;25842;SH
Lütjensee;22952;SH
Lütjenwestedt;25585;SH
Lütow;17440;MV
Lüttchendorf;6317;ST
Lütte;14806;BB
Lüttenhagen;17258;MV
Lüttenmark;19258;MV
Lutter;37318;TH
Lutter;38729;NI
Lutterbek;24235;SH
Lutterstorf;23996;MV
Lüttewitz b Döbeln;4720;SN
Lüttgenrode;38835;ST
Lüttholm;24891;SH
Lüttow;19246;MV
Lütz;56290;RP
Lützelbach;64750;HE
Lützelsoon;55606;RP
Lützen;6686;ST
Lutzerath;56826;RP
Lutzhorn;25355;SH
Lutzingen;89440;BY
Lützkampen;54617;RP
Lutzketal;3172;BB
Lützlow;17291;BB
Lützow;19209;MV
Luxem;56729;RP
Lychen;17279;BB
Lykershausen;56346;RP
Maasbüll;24975;SH
Maasdorf;4924;BB
Maasdorf;6388;ST
Maasen;27249;NI
Maasholm;24404;SH
Machern;4827;SN
Machern;54492;RP
Machtemesmühle;54673;RP
Macken;56290;RP
Mackenbach;67686;RP
Mackenrode;37318;TH
Mackenrodt;55758;RP
Madreut;83329;BY
Magdala;99441;TH
Magdeburg;39104;ST
Magdeburg;39106;ST
Magdeburg;39108;ST
Magdeburg;39110;ST
Magdeburg;39112;ST
Magdeburg;39114;ST
Magdeburg;39116;ST
Magdeburg;39118;ST
Magdeburg;39120;ST
Magdeburg;39122;ST
Magdeburg;39124;ST
Magdeburg;39126;ST
Magdeburg;39128;ST
Magdeburg;39130;ST
Magdeburgerforth;39291;ST
Magstadt;71106;BW
Mahdel;4916;BB
Mahlberg;77972;BW
Mahlenzien;14789;BB
Mahlitz;14715;ST
Mahlow;15831;BB
Mahlsdorf;14827;BB
Mahlsdorf;29416;ST
Mahlstetten;78601;BW
Mahlwinkel;39517;ST
Mahndorf;38822;ST
Mähren;56459;RP
Mähring;95695;BY
Maierhof;88441;BW
Maierhöfen;88167;BY
Maiermund;56850;RP
Maihingen;86747;BY
Maihof;67317;RP
Maikammer;67487;RP
Mailham;83555;BY
Mainaschaff;63814;BY
Mainbernheim;97350;BY
Mainburg;84048;BY
Mainhardt;74535;BW
Mainhausen;63533;HE
Mainleus;95336;BY
Mainstockheim;97320;BY
Maintal;63477;HE
Mainz;55116;RP
Mainz;55118;RP
Mainz;55120;RP
Mainz;55122;RP
Mainz;55124;RP
Mainz;55126;RP
Mainz;55127;RP
Mainz;55128;RP
Mainz;55129;RP
Mainz;55130;RP
Mainz;55131;RP
Mainz-Kastel;55252;HE
Mainz-Kostheim;55246;HE
Mairing;94501;BY
Mais;83368;BY
Mais;83552;BY
Maisach;82216;BY
Maisborn;56291;RP
Maitenbeth;83558;BY
Maitzborn;55481;RP
Makenhof;71672;BW
Malberg;54655;RP
Malberg;57629;RP
Malbergweich;54655;RP
Malborn;54426;RP
Malchin;17139;MV
Malching;82216;BY
Malching;94094;BY
Malchow;17213;MV
Malente;23714;SH
Malgersdorf;84333;BY
Malitschkendorf;4936;BB
Malk;19294;MV
Malleichen;88167;BY
Mallentin;23936;MV
Mallersdorf-Pfaffenberg;84066;BY
Mallin;17217;MV
Malliß;19294;MV
Mallnow;15326;BB
Malsburg-Marzell;79429;BW
Malsch;69254;BW
Malsch;76316;BW
Malschwitz;2694;SN
Malse;27432;NI
Malsfeld;34323;HE
Malter;1744;SN
Malterdingen;79364;BW
Malterhausen;14913;BB
Maltitz;4720;SN
Malz;16515;BB
Malzow;23923;MV
Mamerow;18279;MV
Mammelzen;57636;RP
Mammendorf;82291;BY
Mamming;94437;BY
Manching;85077;BY
Mandel;55595;RP
Mandelbachtal;66399;SL
Mandelshagen;18184;MV
Mandern;54429;RP
Manderscheid;54531;RP
Manderscheid;54649;RP
Manebach;98693;TH
Mangelsdorf;39524;ST
Manhagen;23738;SH
Manker;16845;BB
Mankmoos;19417;MV
Mankmuß;19357;BB
Mannebach;54441;RP
Mannebach;56769;RP
Mannhausen;39359;ST
Mannheim;68159;BW
Mannheim;68161;BW
Mannheim;68163;BW
Mannheim;68165;BW
Mannheim;68167;BW
Mannheim;68169;BW
Mannheim;68199;BW
Mannheim;68219;BW
Mannheim;68229;BW
Mannheim;68239;BW
Mannheim;68259;BW
Mannheim;68305;BW
Mannheim;68307;BW
Mannheim;68309;BW
Mannstedt;99628;TH
Mannweiler-Cölln;67822;RP
Manschnow;15328;BB
Mansfeld;6343;ST
Mantel;92708;BY
Manubach;55413;RP
Marbach;64743;HE
Marbach;71672;BW
Marburg;35037;HE
Marburg;35039;HE
Marburg;35041;HE
Marburg;35043;HE
March;79232;BW
Margarethenthal;19348;BB
Margetshöchheim;97276;BY
Marggraffshof;14532;BB
Maria Laach;56653;RP
Maria Martental;56759;RP
Mariaposching;94553;BY
Marienberg;9496;SN
Marienborn;39365;ST
Marieney;8626;SN
Marienfeld;33428;NW
Marienfels;56357;RP
Mariengrund;7381;TH
Marienhafe;26529;NI
Marienhagen;31094;NI
Marienhausen;56269;RP
Marienheide;51709;NW
Marienhof;19300;MV
Marienhof;24399;SH
Marienmünster;37696;NW
Marienrachdorf;56242;RP
Marienstatt;57629;RP
Marienstedt;23883;SH
Mariental;38368;NI
Marienthal;16775;BB
Marienthal;17309;MV
Marienthal;19205;MV
Marienthal;53507;RP
Marienthal;57612;RP
Marienthal;99192;TH
Marienwalde;16348;BB
Marienwerder;16348;BB
Marihn;17219;MV
Maring-Noviand;54484;RP
Marisfeld;98530;TH
Markau;14641;BB
Markdorf;88677;BW
Marke;6779;ST
Markee;14641;BB
Markendorf;14913;BB
Markersbach;8352;SN
Markersdorf;2829;SN
Markertsgrün;97514;BY
Markgrafpieske;15528;BB
Markgröningen;71706;BW
Märkisch Buchholz;15748;BB
Märkisch Wilmersdorf;14974;BB
Markkleeberg;4416;SN
Marklkofen;84163;BY
Marklohe;31608;NI
Markneukirchen;8258;SN
Markranstädt;4420;SN
Markritz;4720;SN
Marksuhl;99819;TH
Markt Berolzheim;91801;BY
Markt Bibart;91477;BY
Markt Einersheim;97348;BY
Markt Erlbach;91459;BY
Markt Indersdorf;85229;BY
Markt Nordheim;91478;BY
Markt Rettenbach;87733;BY
Markt Schwaben;85570;BY
Markt Taschendorf;91480;BY
Markt Wald;86865;BY
Marktbergel;91613;BY
Marktbreit;97340;BY
Marktgölitz;7330;TH
Marktgraitz;96257;BY
Marktheidenfeld;97828;BY
Marktl;84533;BY
Marktleugast;95352;BY
Marktleuthen;95168;BY
Marktoberdorf;87616;BY
Marktoffingen;86748;BY
Marktredwitz;95615;BY
Marktrodach;96364;BY
Marktschellenberg;83487;BY
Marktschorgast;95509;BY
Marktsteft;97342;BY
Marktzeuln;96275;BY
Markvippach;99195;TH
Markwerben;6667;ST
Marl;45768;NW
Marl;45770;NW
Marl;45772;NW
Marl;49448;NI
Marloffstein;91080;BY
Marlow;18337;MV
Marne;25709;SH
Marnerdeich;25709;SH
Marnheim;67297;RP
Marnitz;19376;MV
Maroldsweisach;96126;BY
Marolterode;99994;TH
Maroth;56271;RP
Marpingen;66646;SL
Marquardt;14476;BB
Marquartstein;83250;BY
Marquede;14715;BB
Marsberg;34431;NW
Marschacht;21436;NI
Marsow;19260;MV
Martensdorf;23972;MV
Martensrade;24238;SH
Martfeld;27327;NI
Marth;37318;TH
Martinroda;36404;TH
Martinroda;98693;TH
Martinsheim;97340;BY
Martinshöhe;66894;RP
Martinskirchen;4895;BB
Martinsrieth;6528;ST
Martinstein;55627;RP
Marwitz;16727;BB
Marxdorf;4924;BB
Marxdorf;15306;BB
Marxen;21439;NI
Marxheim;86688;BY
Marxzell;76359;BW
Marzahna;14913;BB
Marzahne;14778;BB
Marzauermühle;57644;RP
Marzhausen;57627;RP
Marzling;85417;BY
Masburg;56761;RP
Maschenhorst;39340;ST
Maselheim;88437;BW
Maßbach;97711;BY
Massen;3238;BB
Massenbachhausen;74252;BW
Massenhausen;85376;BY
Massenhausen;98646;TH
Masserberg;98666;TH
Massing;84323;BY
Maßlow;23972;MV
Massow;17209;MV
Maßweiler;66506;RP
Mastershausen;56869;RP
Masthorn;54597;RP
Matersen;18239;MV
Matgendorf;17168;MV
Mattendorf;3159;BB
Mattstedt;99510;TH
Matzenbach;66909;RP
Matzerath;54597;RP
Matzlow-Garwitz;19372;MV
Maua;7751;TH
Mauchenheim;67294;RP
Mauden;57520;RP
Mauderode;99735;TH
Mauel;54649;RP
Mauer;69256;BW
Mauern;85419;BY
Mauerreuten;83364;BY
Mauerstetten;87665;BY
Maulbeerwalde;16909;BB
Maulbronn;75433;BW
Maulburg;79689;BW
Mauschbach;66500;RP
Mauth;94151;BY
Mauthaus;96349;BY
Mautitz;1594;SN
Maxberg;91807;BY
Maxdorf;67133;RP
Maxhütte-Haidhof;93142;BY
Maxsain;56244;RP
Mayen;56727;RP
Mayschoß;53508;RP
Mechau;29416;ST
Mechelgrün;8541;SN
Mechelroda;99441;TH
Mechelsdorf;18230;MV
Mechernich;53894;NW
Mechow;23909;SH
Mechtersen;21358;NI
Mechterstädt;99880;TH
Meckel;54636;RP
Meckenbach;55606;RP
Meckenbach;55767;RP
Meckenbeuren;88074;BW
Meckenheim;53340;NW
Meckenheim;67149;RP
Meckesheim;74909;BW
Mecklinge;49459;NI
Medard;67744;RP
Meddersheim;55566;RP
Meddewade;23847;SH
Medebach;59964;NW
Medelby;24994;SH
Medewitz;14827;BB
Medewitzerhütten;14827;BB
Medlingen;89441;BY
Medow;17391;MV
Meeder;96484;BY
Meerane;8393;SN
Meerbeck;31715;NI
Meerbusch;40667;NW
Meerbusch;40668;NW
Meerbusch;40670;NW
Meerfeld;54531;RP
Meersburg;88709;BW
Meesiger;17111;MV
Meetzen;19205;MV
Meezen;24594;SH
Megesheim;86750;BY
Meggerdorf;24799;SH
Mehlbach;67735;RP
Mehlbek;25588;SH
Mehlingen;67678;RP
Mehlmeisel;95694;BY
Mehlsdorf;15936;BB
Mehltheuer;8539;SN
Mehmels;98634;TH
Mehmke;29413;ST
Mehna;4626;TH
Mehren;54552;RP
Mehren;57635;RP
Mehring;54346;RP
Mehring;84561;BY
Mehringen;6456;ST
Mehrow;16356;BB
Mehrstedt;99994;TH
Mehrstetten;72537;BW
Meichow;17291;BB
Meiersberg;17375;MV
Meierstorf;19372;MV
Meierstorf;23936;MV
Meilbrück;54636;RP
Meilendorf;6386;ST
Meilitz;7806;TH
Meinborn;56584;RP
Meine;38527;NI
Meinersen;38536;NI
Meinerzhagen;58540;NW
Meineweh;6721;ST
Meinhard;37276;HE
Meinheim;91802;BY
Meiningen;98617;TH
Meinsdorf;14913;BB
Meisburg;54570;RP
Meisdorf;6463;ST
Meisenheim;55590;RP
Meißen;1662;SN
Meißenheim;77974;BW
Meißner;37290;HE
Meitingen;86405;BY
Meitzendorf;39326;ST
Melbeck;21406;NI
Melchhof;54538;RP
Melchow;16230;BB
Meldorf;25704;SH
Melkof;19273;MV
Melle;49324;NI
Melle;49326;NI
Melle;49328;NI
Mellen;19309;BB
Mellenbach-Glasbach;98746;TH
Mellensee;15806;BB
Mellenthin;17429;MV
Mellin;38489;ST
Mellingen;99441;TH
Mellinghausen;27249;NI
Mellnitz;6918;ST
Mellnsdorf;14913;BB
Mellrichstadt;97638;BY
Melpers;98634;TH
Melsbach;56581;RP
Melsdorf;24109;SH
Melsungen;34212;HE
Meltewitz;4808;SN
Melusinental;21493;SH
Melz;17209;MV
Memleben;6642;ST
Memmelsdorf;96117;BY
Memmingen;87700;BY
Memmingerberg;87766;BY
Menden;58706;NW
Menden;58708;NW
Menden;58710;NW
Mendhausen;98631;TH
Mendig;56743;RP
Mengelrode;37308;TH
Mengen;88512;BW
Mengerschied;55490;RP
Mengersgereuth-Hämmern;96529;TH
Mengerskirchen;35794;HE
Mengkofen;84152;BY
Menglers;36219;HE
Menkin;17326;BB
Menningen;54310;RP
Menslage;49637;NI
Menteroda;99996;TH
Mentin;19376;MV
Menz;16775;BB
Menz;39175;ST
Menzendorf;23923;MV
Meppen;49716;NI
Merbelsrod;98673;TH
Merching;86504;BY
Merchweiler;66589;SL
Merdingen;79291;BW
Merenberg;35799;HE
Mering;86415;BY
Merkelbach;57629;RP
Merkendorf;7950;TH
Merkendorf;91732;BY
Merkers;36460;TH
Merkeshausen;54636;RP
Merklingen;89188;BW
Merlscheid;54597;RP
Mermuth;56283;RP
Merschbach;54426;RP
Merseburg;6217;ST
Mertendorf;6618;ST
Mertendorf;7619;TH
Mertesdorf;54318;RP
Mertesheim;67271;RP
Mertingen;86690;BY
Mertloch;56753;RP
Merxheim;55627;RP
Merxleben;99947;TH
Merz;15848;BB
Merzalben;66978;RP
Merzdorf;4932;BB
Merzdorf;14913;BB
Merzen;49586;NI
Merzenich;52399;NW
Merzhausen;79249;BW
Merzien;6369;ST
Merzig;66663;SL
Merzkirchen;54439;RP
Merzweiler;67746;RP
Meschede;59872;NW
Meschendorf;18230;MV
Meschendorf Zeltplatz;18230;MV
Mescherin;16307;BB
Meseberg;16775;BB
Meseberg;39326;ST
Meseberg;39606;ST
Mesekenhagen;17498;MV
Mesekow;19357;BB
Mesendorf;16928;BB
Mesenich;56820;RP
Mespelbrunn;63875;BY
Meßdorf;39624;ST
Meßdunk;14778;BB
Messel;64409;HE
Messenkamp;31867;NI
Messerich;54636;RP
Messersbacherhof;67724;RP
Messingen;49832;NI
Meßkirch;88605;BW
Meßstetten;72469;BW
Mestlin;19374;MV
Metebach;99880;TH
Metelen;48629;NW
Metelsdorf;23972;MV
Metschow;17111;MV
Metten;94526;BY
Mettendorf;54675;RP
Mettenheim;67582;RP
Mettenheim;84562;BY
Metterich;54634;RP
Mettingen;49497;NW
Mettlach;66693;SL
Mettmann;40822;NW
Mettweiler;55777;RP
Metzels;98639;TH
Metzenhausen;55481;RP
Metzingen;72555;BW
Meudt;56414;RP
Meura;98744;TH
Meuro;1994;BB
Meuro;6905;ST
Meuschau;6217;ST
Meusebach;7646;TH
Meusegast;1809;SN
Meuselbach-Schwarzmühle;98746;TH
Meuselwitz;4610;TH
Meuselwitz;4680;SN
Meuspath;53520;RP
Mewegen;17322;MV
Meyenburg;16945;BB
Meyn;24980;SH
Michaelsdorf;18356;MV
Michelau;96247;BY
Michelau;97513;BY
Michelbach;56288;RP
Michelbach;57610;RP
Michelbach an der Bilz;74544;BW
Michelbacher Mühle;35094;HE
Michelfeld;74545;BW
Michelhölzle;78554;BW
Micheln;6386;ST
Michelsdorf;14797;BB
Michelsneukirchen;93185;BY
Michelstadt;64720;HE
Michendorf;14552;BB
Mickhausen;86866;BY
Middelhagen;18586;MV
Midlum;25938;SH
Midlum;27632;NI
Miehlen;56357;RP
Miekenhagen;18239;MV
Mielberg;24848;SH
Miele;29303;NI
Mielkendorf;24247;SH
Miellen;56132;RP
Miersdorfer Werder;15751;BB
Miesbach;83714;BY
Miesitz;7819;TH
Mieste;39649;ST
Miesterhorst;39649;ST
Mieswarz;36404;TH
Mietingen;88487;BW
Mihla;99826;TH
Milbitz b Rottenbach;7422;TH
Milbitz b Teichel;7407;TH
Milda;7751;TH
Mildenau;9456;SN
Mildenberg;16775;BB
Mildenitz;17348;MV
Mildstedt;25866;SH
Mildterhof;25840;SH
Millienhagen;18461;MV
Milmersdorf;17268;BB
Milow;14715;BB
Milow;19300;MV
Miltach;93468;BY
Miltenberg;63897;BY
Miltern;39590;ST
Miltzow;18519;MV
Milz;98631;TH
Milzau;6246;ST
Mimbach;56729;RP
Mindelheim;87719;BY
Mindelstetten;93349;BY
Minden;32423;NW
Minden;32425;NW
Minden;32427;NW
Minden;32429;NW
Minden;54310;RP
Minderleinsmühle;91077;BY
Minderlittgen;54518;RP
Minfeld;76872;RP
Minheim;54518;RP
Minkwitz;6729;ST
Mintraching;93098;BY
Minzow;17209;MV
Mirow;17252;MV
Misselberg;56377;RP
Misselwarden;27632;NI
Missen;3205;BB
Missen-Wilhams;87547;BY
Mistelbach;95511;BY
Mistelgau;95490;BY
Mistorf;18276;MV
Mittelbach;9224;SN
Mittelbiberach;88441;BW
Mittelbrunn;66851;RP
Mitteleschenbach;91734;BY
Mittelfischbach;56370;RP
Mittelfischbach;71560;BW
Mittelhausen;6542;ST
Mittelhausen;99195;TH
Mittelherwigsdorf;2763;SN
Mittelhof;57537;RP
Mittelmühle;74597;BW
Mittelndorf;1855;SN
Mittelneufnach;86868;BY
Mittelnkirchen;21720;NI
Mittelpöllnitz;7819;TH
Mittelreidenbach;55758;RP
Mittelschieda;95158;BY
Mittelschmalkalden;98590;TH
Mittelsinn;97785;BY
Mittelsömmern;99955;TH
Mittelstenahe;21770;NI
Mittelstetten;82293;BY
Mittelstille;98574;TH
Mittelstrimmig;56858;RP
Mittenaar;35756;HE
Mittenwald;82481;BY
Mittenwalde;15749;BB
Mittenwalde;17268;BB
Mitterfels;94360;BY
Mittergars;83559;BY
Mitterleiten;83364;BY
Mitterskirchen;84335;BY
Mitterstatt;83364;BY
Mitterteich;95666;BY
Mittweida;9648;SN
Mittweide;15848;BB
Mitwitz;96268;BY
Mixdorf;15299;BB
Mlode;3205;BB
Möbiskruge;15890;BB
Mochau;4720;SN
Mochau;6888;ST
Mochow;15913;BB
Möckern;7646;TH
Möckern;39291;ST
Möckers;98590;TH
Möckmühl;74219;BW
Mockrehna;4838;SN
Modautal;64397;HE
Modenbacherhof;76829;RP
Mödingen;89426;BY
Moers;47441;NW
Moers;47443;NW
Moers;47445;NW
Moers;47447;NW
Mögelin;14715;BB
Mogendorf;56424;RP
Mögglingen;73563;BW
Möglenz;4931;BB
Möglingen;71696;BW
Möhlau;6791;ST
Mohlsdorf;7987;TH
Möhnesee;59519;NW
Möhnsen;21493;SH
Mohorn;1723;SN
Möhrenbach;98708;TH
Möhrendorf;91096;BY
Mohrenmühle;56332;RP
Mohrkirch;24405;SH
Moidentin;23966;MV
Moisall;18246;MV
Moisburg;21647;NI
Molau;6618;ST
Molbergen;49696;NI
Mölbis;4579;SN
Molchow;16827;BB
Molfsee;24113;SH
Molkenberg;14715;ST
Möllenbeck;17237;MV
Möllenbeck;19300;MV
Möllendorf;6343;ST
Möllendorf;39579;ST
Möllenhagen;17219;MV
Möllensdorf;6869;ST
Möllensee;15345;BB
Mollenstorf;17217;MV
Möllern;6628;ST
Mölln;17091;MV
Mölln;23879;SH
Mollnitz;19348;BB
Molmerswende;6543;ST
Molsberg;56414;RP
Molschleben;99869;TH
Mölschow;17449;MV
Molsdorf;99192;TH
Mölsheim;67591;RP
Moltenow;18246;MV
Moltenow;19069;MV
Moltkestein;24797;SH
Moltow;23996;MV
Moltzow;17194;MV
Molzhain;57520;RP
Mömbris;63776;BY
Mömlingen;63853;BY
Mommenheim;55278;RP
Mönchberg;63933;BY
Mönchengladbach;41061;NW
Mönchengladbach;41063;NW
Mönchengladbach;41065;NW
Mönchengladbach;41066;NW
Mönchengladbach;41068;NW
Mönchengladbach;41069;NW
